,title,doi,publisher
2301,Mise-en-scène and the art of the real: Franju's cinematic aesthetics,10.7765/9781526141453.00012,Manchester University Press
2302,Mitochondria in health and disease,10.1201/9781420028843,CRC Press
2303,MITOCHONDRIAL DELIVERY OF RECOMBINANT NUCLEIC ACIDS,10.1080/15257770.2019.1675167,Informa UK Limited
2304,Mitochondrial DNA Variations in Tumors: Drivers or Passengers?,10.5772/intechopen.75188,InTech
2305,Mitochondrial genome diversity among six laboratory zebrafish (Danio rerio) strains,10.3109/19401736.2015.1089536,Informa UK Limited
2306,Mitochondrial peptide BRAWNIN is essential for vertebrate respiratory complex III assembly,10.1101/2020.01.31.926402,Cold Spring Harbor Laboratory
2307,Mitochondrial Reprogramming Underlies Resistance to BCL-2 Inhibition in Lymphoid Malignancies,10.20517/cdr.2019.29,OAE Publishing Inc.
2308,Mixed Integer Linear Programming for Time-Optimal Cyclic Scheduling of High Throughput Screening Systems,10.1109/wodes.2006.1678411,IEEE
2309,Mobile augmented reality to support fuselage assembly,10.1016/j.cie.2020.106712,Elsevier BV
2310,"Mobile Health Interventions for Physical Activity, Sedentary Behavior, and Sleep in Adults Aged 50+: A Systematic Literature Review",10.1123/japa.2017-0410,Human Kinetics
2311,Mobile Light Storage: Make the Light Smarter,10.1016/j.procs.2020.07.009,Elsevier BV
2312,"Mobile technology adoption across the lifespan: A mixed methods investigation to clarify adoption stages, and the influence of diffusion attributes",10.1016/j.chb.2020.106456,Elsevier BV
2313,Mobility for the Internet of Things,10.1109/icgciot.2015.7380440,IEEE
2314,Model-based Prediction of Automatic Memory Management and Garbage Collection Behavior,10.1016/j.simpat.2018.09.014,Elsevier BV
2315,Modeling conduction delays in the corpus callosum using MRI-measured g-ratio,10.1101/479881,Cold Spring Harbor Laboratory
2316,Modeling congenital kidney diseases in Xenopus laevis,10.1242/dmm.038604,The Company of Biologists
2317,Modeling Crop Genetic Resources Phenotyping Information Systems,10.3389/fpls.2019.00728,Frontiers Media SA
2318,Modeling EphB4-EphrinB2 protein–protein interaction using flexible docking of a short linear motif,10.1186/s12938-017-0362-7,Springer Science and Business Media LLC
2319,Modeling epigenetic modifications in renal development and disease with organoids and genome editing,10.3389/fgeed.2019.00001,Frontiers Media SA
2320,Modeling fluid transport in 2d paper networks,10.1117/12.2287987.5752208503001,SPIE-Intl Soc Optical Eng
2321,Modeling ligand docking to RNA in the design of RNA-based nanostructures,10.1016/j.copbio.2019.10.010,Elsevier BV
2322,Modeling of structure landmark for indoor pedestrian localization,10.1109/access.2019.2893935,Institute of Electrical and Electronics Engineers (IEEE)
2323,Modeling Protein Homo-Oligomer Structures with GalaxyHomomer Web Server,10.1007/978-1-0716-0708-4_7,Springer US
2324,Modeling ribosome dynamics to optimize heterologous protein production,10.1109/globalsip.2014.7032363,IEEE
2325,Modeling the relationship of diverse genomic signatures to gene expression levels with the regulation of long-range enhancer-promoter interactions,10.1007/s41048-019-0089-z,Springer Science and Business Media LLC
2326,Model Selection for Mixture Models-Perspectives and Strategies,10.1201/9780429055911-7,Chapman and Hall/CRC
2327,Models in Microbial Ecology,10.3109/08910609109141796,Informa UK Limited
2328,MODERNISMS HAUNTING,10.1007/978-3-319-65485-0,Springer International Publishing
2329,Modified K-Means Clustering Algorithm for Disease Prediction,10.1109/cisp.2008.349,IEEE
2330,Modified Rib Sparing Direct Lateral Minimally Invasive Vertebrectomy for Treatment of Metastatic Spinal Cord Compression,10.21182/jmisst.2018.00416,Korean Minimally Invasive Spine Surgery Research Society
2331,Modular Engineering of Biomass Degradation Pathways,10.3390/pr7040230,MDPI AG
2332,Modular Fabrication of Intelligent Material-Tissue Interfaces for Bioinspired and Biomimetic Devices,10.1016/j.pmatsci.2019.100589,Elsevier BV
2333,Modulating the cellular stress response,10.21203/rs.3.rs-84056/v1,Research Square
2334,Modulation of Chemotheraphy Resistance through Hypoxia Inducible Factor-1 (HIF-1) Inhibition,10.1007/springerreference_98041,Springer-Verlag
2335,Modulation of Gene Expression by Gene Architecture and Promoter Structure,10.5772/intechopen.76051,InTech
2336,"Modulation of Kv3.1b potassium channel level and intracellular potassium concentration in 158N murine oligodendrocytes and BV-2 murine microglial cells treated with 7-ketocholesterol, 24S-hydroxycholesterol or tetracosanoic acid (C24:0)",10.1016/j.biochi.2018.02.008,Elsevier BV
2337,Molecular and Cellular Events During Infection of Potato by PVY,10.1007/978-3-319-58860-5_2,Springer International Publishing
2338,Molecular and in silico analyses validates pathogenicity of homozygous mutations in the NPR2 gene underlying variable phenotypes of Acromesomelic dysplasia …,10.1016/j.biocel.2018.07.004,Elsevier BV
2339,Molecular aspects and comparative genomics of bacteriophage...,10.1007/3-540-29623-9_5717,Springer Berlin Heidelberg
2340,"Molecular Characterization and Functional Study of Insulin-Like Androgenic Gland Hormone Gene in the Red Swamp Crayfish, Procambarus clarkii",10.3390/genes10090645,MDPI AG
2341,Molecular characterization and pathogenesis of equine and elephant herpesviruses,10.1016/0378-1135(86)90025-8,Elsevier BV
2342,Molecular characterization of RNase III protein of Asaia sp. for developing a robust RNAi-based paratransgensis tool to affect the sexual life-cycle of Plasmodium or …,10.1186/s13071-020-3889-6,Springer Science and Business Media LLC
2343,"Molecular cloning, GTP recognition mechanism and tissue-specific expression profiling of myxovirus resistance (Mx) protein in Labeo rohita (Hamilton) after Poly I: C …",10.1038/s41598-019-40323-0,Springer Science and Business Media LLC
2344,Molecular correlates of hypothalamic development in songbird ontogeny in comparison with the telencephalon,10.1096/fj.201902477r,Wiley
2345,Molecular crosstalk between the endophyte Paraconiothyrium variabile and the phytopathogen Fusarium oxysporum–modulation of lipoxygenase activity and …,10.1016/j.fgb.2020.103383,Elsevier BV
2346,Molecular crosstalk between the endophyte Paraconiothyrium variabile and the phytopathogen Fusarium oxysporum – modulation of lipoxygenase activity and beauvericin production during the interaction,10.1016/j.fgb.2020.103383,Elsevier BV
2347,Molecular Docking Analysis of 120 Potential HPV Therapeutic Epitopes Using a New Analytical Method,10.1007/s10989-019-09985-2,Springer Science and Business Media LLC
2348,Molecular docking and simulation study for synthesis of alternative dapsone derivative as a newer antileprosy drug in multidrug therapy,10.1002/jcb.27304,Wiley
2349,Molecular docking study of L-Asparaginase I from Vibrio campbellii in the treatment of acute lymphoblastic leukemia (ALL),10.2478/ebtj-2020-0002,Walter de Gruyter GmbH
2350,Molecular evolution and expression of opsin genes in Hydra vulgaris,10.1186/s12864-019-6349-y,Springer Science and Business Media LLC
2351,Molecular Functionality of Plant Proteins from Low-to High-Solid Systems with Ligand and Co-Solute,10.3390/ijms21072550,MDPI AG
2352,Molecular Genetic Testing and the Future of Clinical Genomics,10.1016/b978-0-12-800681-8.00018-9,Elsevier
2353,Molecular Mechanisms for CFIm-Mediated Regulation of mRNA Alternative Polyadenylation,10.1016/j.molcel.2017.11.031,Elsevier BV
2354,Molecular Modeling of Structures and Interaction of Short Peptides and Sortase Family Protein of Enterococcus Faecalis: Basis for Developing Peptide-Based …,10.26434/chemrxiv.12674345.v1,American Chemical Society (ACS)
2355,MOLECULAR MODELLING OF ANOPHELES STEPHENSI-ACETYLCHOLINESTERASE,10.1046/j.1365-2915.2002.00390.x,Wiley
2356,"Molecular phylogenetic analysis of Sciadophycus stellatus (Rhodymeniales, Rhodophyta) supports its placement in the family Rhodymeniaceae",10.11646/phytotaxa.245.4.7,Magnolia Press
2357,"Molecular prevalence of Bartonella, Babesia, and hemotropic Mycoplasma species in dogs with hemangiosarcoma from across the United States",10.1371/journal.pone.0227234,Public Library of Science (PLoS)
2358,Molecular Selectivity Design of Mitogen-inducible Gene-derived Phosphopeptides between Oncogenic HER Kinases,10.1016/j.jmgm.2020.107661,Elsevier BV
2359,"Molecular structure, IR, Raman and UV–VIS spectra of 2-cyanothiophene and 3-cyanothiophene: A comparative quantum chemical investigation",10.1016/j.saa.2020.118393,Elsevier BV
2360,Molybdenum cofactor transfer from bacteria to nematode mediates sulfite detoxification,10.1038/s41589-019-0249-y,Springer Science and Business Media LLC
2361,"Monday, April 16, 2018",10.1163/9789004249028.umeob04181,Brill
2362,"Monday, December 25, 2017",10.1353/chapter.364447,Ohio University Press
2363,MOND vs. dark matter in light of historical parallels,10.1016/j.shpsb.2020.02.004,Elsevier BV
2364,"Monitoring global changes in chromatin compaction states upon localized DNA damage, with tools of fluorescence anisotropy",10.1091/mbc.e19-08-0417,American Society for Cell Biology (ASCB)
2365,"Monitoring of heart rate, blood oxygen saturation, and blood pressure using a smartphone",10.1016/j.bspc.2020.101928,Elsevier BV
2366,Monitoring of Heart Rate from Photoplethysmographic Signals Using a Samsung Galaxy Note8 in Underwater Environments,10.3390/s19132846,MDPI AG
2367,Monitoring wastewater for assessing community health: Sewage Chemical-Information Mining (SCIM),10.3410/f.732143668.793571022,Faculty Opinions Ltd
2368,Monocyte-derived tissue transglutaminase in multiple sclerosis patients: reflecting an anti-inflammatory status and function of the cells?,10.26226/morressier.5b719e455aff74008ae4cccc,Morressier
2369,Morpheus's big dreams,10.36019/9780813541402,Rutgers University Press
2370,Morpho-GAN: Unsupervised Learning of Data with High Morphology using Generative Adversarial Networks,10.31234/osf.io/ptd3a,Center for Open Science
2371,Morphogenesis of neurons and glia within an epithelium,10.1101/393850,Cold Spring Harbor Laboratory
2372,Morphology Classification Pipeline for Pan-STARRS Galaxies,10.1017/cbo9780511600166.014,Cambridge University Press
2373,"Motion Controllers, Sound, and Music in Video Games: State of the Art and Research Perspectives",10.1007/978-3-319-72272-6_8,Springer International Publishing
2374,MOTIVATION OF PARTICIPANTS IN CROWDSOURCING PLATFORMS USING INTELLIGENT AGENTS,10.31234/osf.io/85bfe,Center for Open Science
2375,Motivations to Use Different Social Media Types and Their Impact on Consumers' Online Brand-Related Activities (COBRAs),10.1016/j.intmar.2020.04.004,Elsevier BV
2376,Motor and non-motor features of Parkinson's disease in LRRK2 G2019S carriers versus matched controls,10.1016/j.jns.2018.03.025,Elsevier BV
2377,Mouse-to-mouse variation in maturation heterogeneity of smooth muscle cells,10.1038/sj.bjp.0704048,Wiley
2378,Moving beyond the technology: a socio-technical roadmap for low-cost water sensor network applications,10.1021/acs.est.9b07125,American Chemical Society (ACS)
2379,mPILOT-Magnetic Field Strength Based Pedestrian Indoor Localization,10.3390/s18072283,MDPI AG
2380,MPK-1/ERK pathway regulates DNA damage response during development through DAF-16/FOXO,10.1093/nar/gky404,Oxford University Press (OUP)
2381,"Mr. Andrei Iancu, Under Secretary of Commerce for Intellectual Property and Director of the United States Patent and Trademark Office RE: Request for Comments on …",10.1007/s40319-019-00869-y,Springer Science and Business Media LLC
2382,"mRNA Cap Methyltransferase, RNMT-RAM, Promotes RNA Pol II-Dependent Transcription",10.1016/j.celrep.2018.04.004,Elsevier BV
2383,mSignatureDB: a database for deciphering mutational signatures in human cancers,10.1093/nar/gkx1133,Oxford University Press (OUP)
2384,M. Tech. Programme in COMMUNICATION ENGINEERING AND SIGNAL PROCESSING,10.1109/icspvce46182.2019.9092826,IEEE
2385,Multi-drug-resistant tuberculosis with galaxy and cluster signs on high-resolution computed tomography,10.1002/rcr2.369,Wiley
2386,Multiepitope-Based Subunit Vaccine Design and Evaluation against Respiratory Syncytial Virus Using Reverse Vaccinology Approach,10.3390/vaccines8020288,MDPI AG
2387,Multi-fractal multi-resolution structures from DLA – Strange Attractors Hybrids,10.1016/j.cnsns.2019.105092,Elsevier BV
2388,Multi-kernel linear mixed model with adaptive lasso for prediction analysis on high-dimensional multi-omics data,10.1093/bioinformatics/btz822,Oxford University Press (OUP)
2389,Multi-Level Model to Predict Antibody Response to Influenza Vaccine Using Gene Expression Interaction Network Feature Selection,10.3390/microorganisms7030079,MDPI AG
2390,Multi-machine energy-aware scheduling,10.1016/j.energy.2020.118385,Elsevier BV
2391,Multimodal Therapeutic Effects of Neural Precursor Cells Derived from Human-Induced Pluripotent Stem Cells through Episomal Plasmid-Based Reprogramming in a …,10.1155/2020/4061516,Hindawi Limited
2392,Multi-objective based scheduling algorithm for sudden drinking water contamination incident,10.1016/j.swevo.2020.100674,Elsevier BV
2393,Multi-objective optimization of cooling galleries inside pistons of a diesel engine,10.1016/j.applthermaleng.2017.12.125,Elsevier BV
2394,Multi-Omics Integration Reveals Short and Long-Term Effects of Gestational Hypoxia on the Heart Development,10.3390/cells8121608,MDPI AG
2395,"Multiple huge ""cluster"" and ""galaxy"" signs on chest radiography in a patient withpulmonary tuberculosis",10.1002/rcr2.398,Wiley
2396,Multiple sequence alignment using particle swarm optimization,10.1109/icsess.2011.5982374,IEEE
2397,Multiple ultralight axionic wave dark matter and astronomical structures,10.1016/j.dark.2020.100636,Elsevier BV
2398,Multipole alignment in the large-scale distribution of spin direction of spiral galaxies,10.1007/978-94-009-9503-1_1,Springer Netherlands
2399,Multiscale computing for science and engineering in the era of exascale performance,10.1109/sc.companion.2012.355,IEEE
2400,Multiscale Computing in the Exascale Era,10.14529/jsfi140205,FSAEIHE South Ural State University (National Research University)
2401,Multiscale dynamics of branching morphogenesis,10.1016/s0070-2153(07)81010-6,Elsevier
2402,Multiscale Molecular Visualization,10.1007/s12650-020-00646-x,Springer Science and Business Media LLC
2403,Multi-scale navigation of large trace data: A survey,10.1002/cpe.4068,Wiley
2404,Multiscale superpixel method for segmentation of breast ultrasound,10.1109/icip.2012.6467485,IEEE
2405,Multi-Shell Nano-CarboScavengers for Petroleum Spill Remediation,10.1038/srep41880,Springer Science and Business Media LLC
2406,Multi-trait Pseudomonas spp. isolated from monocropped wheat (Triticum aestivum L). suppress Fusarium root and crown rot,10.1094/phyto-10-19-0383-r,Scientific Societies
2407,Multivariate analysis with PCA and (O) PLS (-DA),10.7717/peerj.9009/fig-4,PeerJ
2408,Multiwavelength classification of X-ray selected galaxy cluster candidates using convolutional neural networks,10.31730/osf.io/9d2h3,Center for Open Science
2409,Multiwavelength cluster mass estimates and machine learning,10.1093/mnras/stz3087,Oxford University Press (OUP)
